"","admit","gre","gpa","rank"
"3102",1,660,3.6,3
"3103",1,400,3.15,2
"3104",1,680,3.98,2
"3105",0,220,2.83,3
"3106",0,580,3.46,4
"3107",1,540,3.17,1
"3108",0,580,3.51,2
"3109",0,540,3.13,2
"3110",0,440,2.98,3
"3111",0,560,4,3
"3112",0,660,3.67,2
"3113",0,660,3.77,3
"3114",1,520,3.65,4
"3115",0,540,3.46,4
"3116",1,300,2.84,2
"3117",1,340,3,2
"3118",1,780,3.63,4
"3119",1,480,3.71,4
"3120",0,540,3.28,1
"3121",0,460,3.14,3
"3122",0,460,3.58,2
"3123",0,500,3.01,4
"3124",0,420,2.69,2
"3125",0,520,2.7,3
"3126",0,680,3.9,1
"3127",0,680,3.31,2
"3128",1,560,3.48,2
"3129",0,580,3.34,2
"3130",0,500,2.93,4
"3131",0,740,4,3
"3132",0,660,3.59,3
"3133",0,420,2.96,1
"3134",0,560,3.43,3
"3135",1,460,3.64,3
"3136",1,620,3.71,1
"3137",0,520,3.15,3
"3138",0,620,3.09,4
"3139",0,540,3.2,1
"3140",1,660,3.47,3
"3141",0,500,3.23,4
"3142",1,560,2.65,3
"3143",0,500,3.95,4
"3144",0,580,3.06,2
"3145",0,520,3.35,3
"3146",0,500,3.03,3
"3147",0,600,3.35,2
"3148",0,580,3.8,2
"3149",0,400,3.36,2
"3150",0,620,2.85,2
"3151",1,780,4,2
"3152",0,620,3.43,3
"3153",1,580,3.12,3
"3154",0,700,3.52,2
"3155",1,540,3.78,2
"3156",1,760,2.81,1
"3157",0,700,3.27,2
"3158",0,720,3.31,1
"3159",1,560,3.69,3
"3160",0,720,3.94,3
"3161",1,520,4,1
"3162",1,540,3.49,1
"3163",0,680,3.14,2
"3164",0,460,3.44,2
"3165",1,560,3.36,1
"3166",0,480,2.78,3
"3167",0,460,2.93,3
"3168",0,620,3.63,3
"3169",0,580,4,1
"3170",0,800,3.89,2
"3171",1,540,3.77,2
"3172",1,680,3.76,3
"3173",1,680,2.42,1
"3174",1,620,3.37,1
"3175",0,560,3.78,2
"3176",0,560,3.49,4
"3177",0,620,3.63,2
"3178",1,800,4,2
"3179",0,640,3.12,3
"3180",0,540,2.7,2
"3181",0,700,3.65,2
"3182",1,540,3.49,2
"3183",0,540,3.51,2
"3184",0,660,4,1
"3185",1,480,2.62,2
"3186",0,420,3.02,1
"3187",1,740,3.86,2
"3188",0,580,3.36,2
"3189",0,640,3.17,2
"3190",0,640,3.51,2
"3191",1,800,3.05,2
"3192",1,660,3.88,2
"3193",1,600,3.38,3
"3194",1,620,3.75,2
"3195",1,460,3.99,3
"3196",0,620,4,2
"3197",0,560,3.04,3
"3198",0,460,2.63,2
"3199",0,700,3.65,2
"3200",0,600,3.89,3
"3201",0,700,3.65,2
"3202",1,540,3.49,2
"3203",0,540,3.51,2
"3204",0,660,4,1
"3205",1,480,2.62,2
"3206",0,420,3.02,1
"3207",1,740,3.86,2
"3208",0,580,3.36,2
"3209",0,640,3.17,2
"3210",0,640,3.51,2
"3211",1,800,3.05,2
"3212",1,660,3.88,2
"3213",1,600,3.38,3
"3214",1,620,3.75,2
"3215",1,460,3.99,3
"3216",0,620,4,2
"3217",0,560,3.04,3
"3218",0,460,2.63,2
"3219",0,700,3.65,2
"3220",0,600,3.89,3
"3221",1,660,3.88,2
"3222",1,600,3.38,3
"3223",1,620,3.75,2
"3224",1,460,3.99,3
"3225",0,620,4,2
"3226",NA,NA,NA,NA
"3227",NA,NA,NA,NA
"3228",NA,NA,NA,NA
"3229",NA,NA,NA,NA
"3230",NA,NA,NA,NA
"3231",NA,NA,NA,NA
